,source,hyperlink,house_is,property_subtype,price,sale,rooms_number,area,kitchen_has,furnished,open_fire,terrace,terrace_area,garden,garden_area,land_surface,land_plot_surface,facades_number,swimming_pool_has,building_state,unmerged_postcode
1097,6,7944007,True,APARTMENT-BLOCK,475000,,8.0,450.0,True,False,False,True,0.0,False,0.0,179.0,179.0,0.0,False,GOOD,1070
1100,6,8843685,True,MIXED-USE-BUILDING,860000,,2.0,485.0,True,False,False,True,19.0,False,0.0,350.0,30.0,0.0,False,GOOD,1140
1105,6,8574542,True,HOUSE,455000,,8.0,360.0,True,False,False,False,0.0,False,0.0,150.0,150.0,0.0,False,TO RENOVATE,1030
1106,6,8568990,True,APARTMENT-BLOCK,455000,,8.0,360.0,True,False,False,False,0.0,False,0.0,150.0,150.0,0.0,False,TO RENOVATE,1030
1118,6,8918109,True,APARTMENT-BLOCK,1375000,,5.0,455.0,True,False,False,True,0.0,False,0.0,0.0,5.0,0.0,False,,1000
1119,6,8797485,True,APARTMENT-BLOCK,1549000,,8.0,420.0,True,False,False,True,12.0,False,0.0,230.0,230.0,0.0,False,AS NEW,1040
1141,6,8742129,True,APARTMENT-BLOCK,455000,,3.0,216.0,True,False,True,True,20.0,False,0.0,85.0,45.0,0.0,False,GOOD,1090
1144,6,8927030,True,MIXED-USE-BUILDING,2390000,,15.0,2000.0,True,False,False,False,0.0,False,0.0,700.0,700.0,0.0,False,GOOD,1090
1145,6,8892841,True,APARTMENT-BLOCK,340000,,3.0,150.0,False,False,False,False,0.0,False,0.0,0.0,150.0,0.0,False,TO RENOVATE,1190
1161,6,7750551,True,APARTMENT-BLOCK,399000,,5.0,341.0,True,False,False,True,7.0,False,0.0,94.0,94.0,0.0,False,GOOD,1020
1179,6,8699602,True,HOUSE,440000,,5.0,400.0,True,False,False,False,0.0,False,0.0,220.0,220.0,0.0,False,TO RENOVATE,1080
1181,6,8724219,True,APARTMENT-BLOCK,625000,,5.0,271.0,True,False,False,True,22.0,True,76.0,180.0,180.0,0.0,False,,1020
1194,6,8776702,True,APARTMENT-BLOCK,455000,,3.0,216.0,True,False,False,True,12.0,False,0.0,85.0,85.0,0.0,False,AS NEW,1090
1198,6,8889756,True,APARTMENT-BLOCK,1050000,,5.0,0.0,False,False,False,True,0.0,False,0.0,150.0,150.0,0.0,False,GOOD,1180
1199,6,8799277,True,APARTMENT-BLOCK,2700000,,10.0,800.0,True,False,False,True,25.0,True,150.0,300.0,300.0,0.0,False,TO RENOVATE,1180
1200,6,8799275,True,MIXED-USE-BUILDING,2700000,,10.0,800.0,True,False,False,True,25.0,True,150.0,300.0,300.0,0.0,False,TO RENOVATE,1180
1202,6,8943632,True,APARTMENT-BLOCK,890000,,0.0,295.0,False,False,False,False,0.0,False,0.0,151.0,151.0,0.0,False,RENOVATED,1180
1215,6,8784254,True,APARTMENT-BLOCK,640000,,7.0,240.0,True,False,False,True,0.0,False,0.0,131.0,131.0,0.0,False,GOOD,1080
1230,6,8907201,True,HOUSE,740000,,3.0,295.0,True,False,True,True,15.0,False,0.0,100.0,25.0,0.0,False,TO RENOVATE,1050
1235,6,8644849,True,APARTMENT-BLOCK,359000,,4.0,200.0,True,False,False,True,20.0,True,45.0,112.0,112.0,0.0,False,,1080
1236,6,8923891,True,APARTMENT-BLOCK,395000,,4.0,240.0,True,False,False,True,0.0,False,0.0,0.0,240.0,0.0,False,TO RENOVATE,1060
1240,6,8809777,True,APARTMENT-BLOCK,595000,,7.0,200.0,True,False,False,True,10.0,False,0.0,260.0,1.0,0.0,False,,1090
1242,6,8841988,True,APARTMENT-BLOCK,1200000,,4.0,590.0,False,False,False,False,0.0,False,0.0,243.0,243.0,0.0,False,AS NEW,1083
1246,6,8938974,True,MIXED-USE-BUILDING,599000,,3.0,180.0,False,False,False,True,10.0,False,0.0,0.0,180.0,0.0,False,AS NEW,1180
1247,6,8786592,True,APARTMENT-BLOCK,649000,,4.0,280.0,False,False,False,True,0.0,True,68.0,150.0,150.0,0.0,False,TO RENOVATE,1070
1248,6,8927747,True,APARTMENT-BLOCK,365000,,4.0,223.0,True,False,False,False,0.0,False,0.0,0.0,223.0,0.0,False,GOOD,1020
1269,6,8955869,True,MIXED-USE-BUILDING,1290000,,3.0,230.0,True,False,False,True,59.0,False,0.0,296.0,296.0,0.0,False,AS NEW,1082
1275,6,8787896,True,APARTMENT-BLOCK,695000,,6.0,350.0,False,False,False,True,5.0,True,18.0,0.0,350.0,0.0,False,TO RENOVATE,1060
1284,6,8583134,True,APARTMENT-BLOCK,695000,,4.0,333.0,True,False,False,True,0.0,False,0.0,155.0,155.0,0.0,False,,1070
1286,6,7815341,True,APARTMENT-BLOCK,3500000,,0.0,1796.0,False,False,False,True,172.0,False,0.0,1200.0,1200.0,0.0,False,TO RENOVATE,1150
1305,6,8878406,True,HOUSE,435000,,6.0,185.0,True,False,False,True,18.0,True,75.0,139.0,139.0,0.0,False,AS NEW,1082
1309,6,8513054,True,APARTMENT-BLOCK,699000,,0.0,0.0,True,False,False,True,0.0,False,0.0,0.0,0.0,0.0,False,AS NEW,1000
1311,6,8896423,True,APARTMENT-BLOCK,949000,,8.0,208.0,True,False,False,True,45.0,False,0.0,112.0,112.0,0.0,False,GOOD,1050
1312,6,8949387,True,APARTMENT-BLOCK,1000000,,4.0,400.0,False,False,False,True,0.0,False,0.0,143.0,143.0,0.0,False,GOOD,1030
1313,6,8928173,True,APARTMENT-BLOCK,2050000,,20.0,0.0,True,False,False,False,0.0,False,0.0,446.0,446.0,0.0,False,RENOVATED,1090
1329,6,8833382,True,MIXED-USE-BUILDING,320000,,2.0,187.0,True,False,False,True,17.0,True,115.0,175.0,175.0,0.0,False,GOOD,1030
1335,6,8845529,True,APARTMENT-BLOCK,599000,,4.0,405.0,True,False,False,True,17.0,True,140.0,305.0,305.0,0.0,False,GOOD,1020
1336,6,8917455,True,HOUSE,635000,,6.0,260.0,True,False,True,True,20.0,True,200.0,331.0,331.0,0.0,False,,1020
1337,6,8917453,True,APARTMENT-BLOCK,635000,,6.0,260.0,True,False,True,True,20.0,True,200.0,331.0,331.0,0.0,False,,1020
1338,6,8900814,True,APARTMENT-BLOCK,739000,,6.0,422.0,True,False,True,False,0.0,False,0.0,0.0,422.0,0.0,False,,1070
1364,6,8935250,True,HOUSE,780000,,4.0,330.0,True,False,False,False,0.0,False,0.0,85.0,85.0,0.0,False,TO RENOVATE,1000
1376,6,8878736,True,APARTMENT-BLOCK,330000,,4.0,180.0,True,False,False,False,0.0,False,0.0,700.0,700.0,0.0,False,TO RENOVATE,1080
1379,6,7821430,True,APARTMENT-BLOCK,470000,,6.0,300.0,True,False,False,False,0.0,False,0.0,128.0,128.0,0.0,False,GOOD,1060
1380,6,8777906,True,MANSION,945000,,5.0,325.0,True,False,True,True,15.0,False,0.0,196.0,11.0,0.0,False,GOOD,1170
1386,6,8949197,True,APARTMENT-BLOCK,495000,,6.0,250.0,False,False,False,False,0.0,False,0.0,155.0,155.0,0.0,False,GOOD,1000
1387,6,8931963,True,APARTMENT-BLOCK,940000,,8.0,485.0,False,False,False,False,0.0,False,0.0,132.0,132.0,0.0,False,GOOD,1090
1393,6,8583136,True,APARTMENT-BLOCK,265000,,2.0,125.0,True,False,True,True,8.0,False,0.0,45.0,45.0,0.0,False,,1020
1407,6,8594687,True,APARTMENT-BLOCK,1000000,,0.0,400.0,False,False,False,True,0.0,False,0.0,135.0,135.0,0.0,False,,1030
1408,6,8917508,True,APARTMENT-BLOCK,395000,,4.0,185.0,False,False,False,False,0.0,False,0.0,60.0,60.0,0.0,False,GOOD,1020
1413,6,8848413,True,APARTMENT-BLOCK,569000,,7.0,225.0,True,False,False,True,20.0,False,0.0,0.0,225.0,0.0,False,TO RENOVATE,1080
1414,6,8952610,True,APARTMENT-BLOCK,1400000,,5.0,307.0,True,False,False,True,200.0,False,0.0,804.0,804.0,0.0,False,TO RENOVATE,1080
1416,6,8939618,True,APARTMENT-BLOCK,415000,,5.0,315.0,True,False,False,False,0.0,False,0.0,0.0,315.0,0.0,False,GOOD,1070
1435,6,8262457,True,MIXED-USE-BUILDING,2500000,,8.0,1333.0,False,False,False,False,0.0,False,0.0,625.0,625.0,0.0,False,,1080
1446,6,8854378,True,APARTMENT-BLOCK,750000,,7.0,365.0,False,False,False,False,0.0,False,0.0,0.0,365.0,0.0,False,TO RENOVATE,1000
1447,6,8513544,True,APARTMENT-BLOCK,800000,,3.0,195.0,True,False,False,True,25.0,False,0.0,785.0,785.0,0.0,False,GOOD,1090
1448,6,8715929,True,APARTMENT-BLOCK,1200000,,1.0,500.0,True,False,False,False,0.0,False,0.0,379.0,379.0,0.0,False,GOOD,1080
1453,6,8874709,True,APARTMENT-BLOCK,629000,,7.0,470.0,False,False,False,False,0.0,False,0.0,100.0,100.0,0.0,False,TO RENOVATE,1080
1460,6,8922631,True,APARTMENT-BLOCK,460000,,0.0,175.0,False,False,False,False,0.0,False,0.0,0.0,175.0,0.0,False,GOOD,1080
1472,6,8707662,True,MIXED-USE-BUILDING,550000,,4.0,253.0,True,False,False,False,0.0,False,0.0,160.0,160.0,0.0,False,,1150
1495,6,8791020,True,APARTMENT-BLOCK,539900,,5.0,255.0,False,False,False,True,0.0,True,100.0,197.0,197.0,0.0,False,TO RENOVATE,1030
1497,6,8623421,True,APARTMENT-BLOCK,970000,,3.0,340.0,True,False,False,True,3.0,False,0.0,70.0,70.0,0.0,False,,1050
1507,6,8924523,True,APARTMENT-BLOCK,499000,,5.0,200.0,False,False,False,False,0.0,False,0.0,0.0,200.0,0.0,False,GOOD,1070
1514,6,8308813,True,APARTMENT-BLOCK,429000,,4.0,220.0,False,False,False,False,0.0,False,0.0,0.0,220.0,0.0,False,TO RENOVATE,1030
1518,6,8640508,True,HOUSE,575000,,6.0,280.0,False,False,False,True,22.0,False,0.0,0.0,280.0,0.0,False,TO RENOVATE,1000
1519,6,8776305,True,MIXED-USE-BUILDING,980000,,3.0,560.0,True,False,False,True,0.0,True,156.0,968.0,968.0,0.0,False,GOOD,1090
1520,6,8896422,True,APARTMENT-BLOCK,1095000,,6.0,255.0,False,False,False,True,40.0,True,275.0,0.0,255.0,0.0,False,AS NEW,1050
1526,6,8938973,True,APARTMENT-BLOCK,825000,,9.0,290.0,False,False,False,False,0.0,False,0.0,75.0,75.0,0.0,False,AS NEW,1070
1527,6,8938296,True,APARTMENT-BLOCK,990000,,8.0,330.0,False,False,False,False,0.0,False,0.0,0.0,330.0,0.0,False,GOOD,1120
1528,6,8942338,True,MIXED-USE-BUILDING,1200000,,4.0,590.0,False,False,False,False,0.0,False,0.0,243.0,243.0,0.0,False,AS NEW,1083
1530,6,8745871,True,APARTMENT-BLOCK,900000,,9.0,0.0,False,False,False,False,0.0,True,115.0,300.0,300.0,0.0,False,TO RENOVATE,1060
1532,6,8803169,True,MIXED-USE-BUILDING,650000,,3.0,232.0,False,False,False,False,0.0,False,0.0,289.0,289.0,0.0,False,,1090
1540,6,8913795,True,APARTMENT-BLOCK,1425000,,6.0,400.0,True,False,False,False,0.0,True,100.0,184.0,184.0,0.0,False,GOOD,1050
1545,6,8947711,True,MIXED-USE-BUILDING,935000,,2.0,356.0,False,False,False,True,0.0,True,100.0,200.0,200.0,0.0,False,,1050
1546,6,8861595,True,MIXED-USE-BUILDING,950000,,7.0,300.0,True,False,False,True,6.0,False,0.0,366.0,366.0,0.0,False,,1150
1550,6,8897331,True,APARTMENT-BLOCK,450000,,6.0,255.0,True,False,False,False,0.0,False,0.0,95.0,95.0,0.0,False,,1080
1551,6,8027004,True,APARTMENT-BLOCK,490000,,5.0,296.0,True,False,False,False,0.0,False,0.0,95.0,95.0,0.0,False,GOOD,1060
1553,6,8747765,True,APARTMENT-BLOCK,1560000,,6.0,500.0,False,False,False,False,0.0,False,0.0,147.0,147.0,0.0,False,,1030
1567,6,8787465,True,APARTMENT-BLOCK,1300000,,11.0,330.0,True,False,False,True,0.0,False,0.0,137.0,137.0,0.0,False,GOOD,1000
1574,6,8935798,True,APARTMENT-BLOCK,1200000,,0.0,0.0,False,False,False,True,0.0,False,0.0,0.0,0.0,0.0,False,TO RENOVATE,1030
1577,6,8930327,True,APARTMENT-BLOCK,1420000,,4.0,418.0,True,False,False,True,10.0,True,60.0,150.0,4.0,0.0,False,,1050
1578,6,8796093,True,MIXED-USE-BUILDING,865000,,8.0,310.0,True,False,False,False,0.0,False,0.0,93.0,3.0,0.0,False,,1050
1580,6,8913847,True,APARTMENT-BLOCK,795000,,7.0,450.0,True,False,False,True,10.0,True,60.0,150.0,150.0,0.0,False,RENOVATED,1070
1583,6,8928570,True,APARTMENT-BLOCK,890000,,4.0,0.0,False,False,False,False,0.0,False,0.0,0.0,0.0,0.0,False,TO RENOVATE,1030
1587,6,8262458,True,MIXED-USE-BUILDING,1500000,,0.0,1010.0,False,False,False,False,0.0,False,0.0,0.0,1010.0,0.0,False,,1080
1594,6,8936666,True,APARTMENT-BLOCK,475000,,3.0,180.0,False,False,False,False,0.0,False,0.0,0.0,180.0,0.0,False,,1070
1599,6,8835115,True,APARTMENT-BLOCK,750000,,4.0,220.0,True,False,False,False,0.0,False,0.0,0.0,220.0,0.0,False,,1000
1613,6,8938885,True,APARTMENT-BLOCK,495000,,5.0,250.0,True,False,False,True,5.0,False,0.0,0.0,250.0,0.0,False,RENOVATED,1000
1627,6,8879459,True,APARTMENT-BLOCK,950000,,10.0,650.0,True,False,False,False,0.0,False,0.0,300.0,300.0,0.0,False,,1050
1629,6,8930919,True,APARTMENT-BLOCK,795000,,0.0,212.0,True,False,False,True,0.0,False,0.0,0.0,212.0,0.0,False,,1060
1633,6,8798898,True,APARTMENT-BLOCK,695000,,0.0,120.0,True,False,False,False,0.0,False,0.0,0.0,120.0,0.0,False,NOT SPECIFIED,1000
1636,6,8792147,True,APARTMENT-BLOCK,3900000,,0.0,5000.0,True,False,False,False,0.0,False,0.0,0.0,5000.0,0.0,False,NOT SPECIFIED,1070
1647,6,8927370,True,APARTMENT-BLOCK,399000,,3.0,160.0,True,False,False,False,0.0,False,0.0,0.0,160.0,0.0,False,,1090
1663,6,8948550,True,APARTMENT-BLOCK,1795000,,10.0,800.0,True,False,False,False,0.0,False,0.0,0.0,800.0,0.0,False,,1190
1665,6,8784168,True,APARTMENT-BLOCK,459000,,4.0,210.0,False,False,False,False,0.0,False,0.0,0.0,210.0,0.0,False,,1030
1669,6,8642744,True,APARTMENT-BLOCK,687000,,5.0,490.0,True,False,False,True,6.0,True,250.0,0.0,490.0,0.0,False,,1081
1670,6,8788084,True,APARTMENT-BLOCK,1275000,,6.0,565.0,True,False,False,False,0.0,False,0.0,630.0,630.0,0.0,False,,1090
1674,6,8946755,True,APARTMENT-BLOCK,525000,,5.0,270.0,True,False,False,True,0.0,True,38.0,0.0,270.0,0.0,False,,1120
1678,6,8484316,True,APARTMENT-BLOCK,735000,,4.0,300.0,False,False,False,False,0.0,False,0.0,300.0,300.0,0.0,False,NOT SPECIFIED,1090
1682,6,8635087,True,MIXED-USE-BUILDING,895000,,0.0,0.0,False,False,False,False,0.0,False,0.0,0.0,0.0,0.0,False,,1082
1687,6,8876571,True,MIXED-USE-BUILDING,500000,,3.0,355.0,True,False,False,False,0.0,False,0.0,150.0,150.0,0.0,False,GOOD,1060
1691,6,8606964,True,MIXED-USE-BUILDING,495000,,4.0,190.0,False,False,False,False,0.0,False,0.0,55.0,55.0,0.0,False,,1050
1693,6,8860568,True,APARTMENT-BLOCK,599000,,3.0,221.0,True,False,False,True,16.0,True,130.0,0.0,221.0,0.0,False,,1090
1696,6,7555676,True,MIXED-USE-BUILDING,1900000,,0.0,590.0,False,False,False,False,0.0,False,0.0,220.0,220.0,0.0,False,GOOD,1050
1705,6,8442010,True,APARTMENT-BLOCK,460000,,9.0,500.0,False,False,False,True,0.0,False,0.0,500.0,500.0,0.0,False,,1080
1712,6,8712615,True,APARTMENT-BLOCK,497500,,3.0,170.0,True,False,False,True,0.0,True,6.0,0.0,170.0,0.0,False,,1030
1713,6,8862517,True,APARTMENT-BLOCK,699000,,6.0,370.0,False,False,False,True,4.0,True,31.0,0.0,370.0,0.0,False,,1080
1724,6,8889044,True,APARTMENT-BLOCK,720000,,0.0,309.0,True,False,False,True,12.0,False,0.0,0.0,309.0,0.0,False,,1080
1733,6,8559762,True,APARTMENT-BLOCK,669000,,7.0,266.0,True,False,False,False,0.0,False,0.0,0.0,266.0,0.0,False,,1080
1734,6,8821225,True,APARTMENT-BLOCK,679000,,10.0,648.0,False,False,False,True,77.0,False,0.0,0.0,648.0,0.0,False,,1020
1735,6,8924929,True,APARTMENT-BLOCK,2950000,,18.0,1097.0,False,False,False,False,0.0,False,0.0,0.0,1097.0,0.0,False,,1040
1739,6,8936665,True,APARTMENT-BLOCK,800000,,8.0,400.0,False,False,False,True,0.0,False,0.0,0.0,400.0,0.0,False,,1030
1743,6,8925658,True,APARTMENT-BLOCK,599000,,6.0,276.0,False,False,False,False,0.0,False,0.0,0.0,276.0,0.0,False,GOOD,1070
1747,6,8760425,True,MIXED-USE-BUILDING,1349000,,6.0,360.0,False,False,False,False,0.0,False,0.0,415.0,415.0,0.0,False,GOOD,1070
1752,6,8913850,True,APARTMENT-BLOCK,875000,,11.0,545.0,True,False,False,False,0.0,False,0.0,107.0,107.0,0.0,False,,1080
1756,6,8856565,True,APARTMENT-BLOCK,450000,,4.0,230.0,False,False,False,False,0.0,False,0.0,108.0,108.0,0.0,False,,1030
1757,6,8885941,True,APARTMENT-BLOCK,880000,,0.0,450.0,False,False,False,True,120.0,False,0.0,0.0,450.0,0.0,False,NOT SPECIFIED,1040
1760,6,8936054,True,APARTMENT-BLOCK,549000,,5.0,270.0,True,False,False,True,3.0,True,40.0,0.0,40.0,0.0,False,AS NEW,1080
1776,6,8809019,True,APARTMENT-BLOCK,475000,,4.0,210.0,True,False,False,True,11.0,False,0.0,0.0,210.0,0.0,False,NOT SPECIFIED,1082
1778,6,8941706,True,APARTMENT-BLOCK,409000,,5.0,260.0,False,False,False,True,10.0,False,0.0,70.0,70.0,0.0,False,,1080
1780,6,8635514,True,APARTMENT-BLOCK,1700000,,12.0,600.0,True,False,False,False,0.0,False,0.0,451.0,451.0,0.0,False,,1050
1782,6,8913988,True,APARTMENT-BLOCK,3900000,,0.0,1600.0,True,False,False,False,0.0,False,0.0,0.0,1600.0,0.0,False,,1050
1787,6,8957079,True,APARTMENT-BLOCK,2975000,,25.0,1193.0,True,False,False,True,0.0,False,0.0,8648.0,8648.0,0.0,False,AS NEW,1000
1788,6,8957069,True,APARTMENT-BLOCK,2975000,,25.0,1193.0,True,False,False,True,0.0,False,0.0,8648.0,8648.0,0.0,False,AS NEW,1080
1789,6,8924189,True,APARTMENT-BLOCK,895000,,7.0,350.0,True,False,False,True,20.0,True,75.0,186.0,186.0,0.0,False,GOOD,1050
1791,6,8892792,True,APARTMENT-BLOCK,1750000,,9.0,500.0,False,True,False,False,0.0,False,0.0,25.0,25.0,0.0,False,GOOD,1040
1794,6,8937497,True,MIXED-USE-BUILDING,549000,,2.0,225.0,True,False,False,False,0.0,False,0.0,80.0,80.0,0.0,False,GOOD,1150
1805,6,8841972,True,APARTMENT-BLOCK,695000,,12.0,575.0,True,False,False,True,15.0,True,175.0,374.0,374.0,0.0,False,TO RENOVATE,1020
1806,6,8947482,True,APARTMENT-BLOCK,795000,,6.0,350.0,True,False,False,False,0.0,True,65.0,150.0,150.0,0.0,False,,1140
1807,6,8816732,True,HOUSE,333000,,4.0,131.0,True,False,False,True,16.0,False,0.0,75.0,11.0,0.0,False,,1030
1810,6,8926005,True,APARTMENT-BLOCK,549000,,5.0,330.0,True,False,False,False,0.0,True,40.0,175.0,175.0,0.0,False,,1020
1816,6,8884107,True,APARTMENT-BLOCK,450000,,5.0,218.0,True,False,False,True,3.0,False,0.0,44.0,44.0,0.0,False,GOOD,1050
1824,6,8814022,True,APARTMENT-BLOCK,770000,,7.0,256.0,True,False,False,False,0.0,False,0.0,80.0,80.0,0.0,False,AS NEW,1050
1830,6,8948157,True,APARTMENT-BLOCK,1200000,,6.0,435.0,True,False,False,True,16.0,True,80.0,0.0,435.0,0.0,False,,1180
1832,6,8902089,True,APARTMENT-BLOCK,750000,,5.0,300.0,True,False,False,True,50.0,False,0.0,135.0,135.0,0.0,False,GOOD,1030
1833,6,8939746,True,MIXED-USE-BUILDING,1380000,,0.0,400.0,True,False,False,False,0.0,False,0.0,230.0,230.0,0.0,False,GOOD,1180
1845,6,8737103,True,APARTMENT-BLOCK,315000,,0.0,220.0,True,False,False,True,0.0,True,50.0,100.0,100.0,0.0,False,TO RENOVATE,1030
1857,6,8854543,True,APARTMENT-BLOCK,645000,,7.0,361.0,True,False,False,True,25.0,True,185.0,310.0,40.0,0.0,False,GOOD,1190
1873,6,7386158,True,TOWN-HOUSE,410000,,3.0,145.0,False,False,False,True,0.0,True,210.0,275.0,50.0,0.0,False,GOOD,1160
1884,6,8796334,True,MIXED-USE-BUILDING,349000,,2.0,0.0,True,False,False,True,0.0,False,0.0,0.0,0.0,0.0,False,RENOVATED,1000
1889,6,8879457,True,APARTMENT-BLOCK,795000,,5.0,232.0,False,False,False,True,0.0,True,190.0,301.0,301.0,0.0,False,TO RENOVATE,1180
1900,6,8952675,True,APARTMENT-BLOCK,860000,,3.0,280.0,True,False,False,True,20.0,True,90.0,182.0,182.0,0.0,False,AS NEW,1180
1904,6,8567362,True,APARTMENT-BLOCK,450000,,6.0,215.0,True,False,False,True,16.0,False,0.0,100.0,100.0,0.0,False,,1070
1910,6,8900427,True,APARTMENT-BLOCK,469000,,6.0,315.0,True,False,False,True,32.0,True,29.0,130.0,130.0,0.0,False,TO RENOVATE,1080
1911,6,8817328,True,APARTMENT-BLOCK,720000,,5.0,290.0,True,False,False,True,10.0,False,0.0,200.0,15.0,0.0,False,TO RENOVATE,1200
1922,6,8774607,True,HOUSE,439000,,4.0,160.0,True,False,True,True,10.0,True,32.0,85.0,85.0,0.0,False,GOOD,1190
1923,6,8835147,True,APARTMENT-BLOCK,525000,,4.0,240.0,True,False,False,True,0.0,False,0.0,160.0,160.0,0.0,False,GOOD,1040
1924,6,8788668,True,APARTMENT-BLOCK,525000,,4.0,240.0,True,False,False,False,0.0,False,0.0,160.0,160.0,0.0,False,GOOD,1040
1925,6,8917091,True,APARTMENT-BLOCK,565000,,0.0,0.0,True,False,False,True,0.0,False,0.0,161.0,161.0,0.0,False,GOOD,1190
1927,6,8734954,True,APARTMENT-BLOCK,695000,,11.0,455.0,True,False,False,True,92.0,False,0.0,265.0,143.0,0.0,False,TO RENOVATE,1080
1944,6,8922065,True,APARTMENT-BLOCK,795000,,0.0,232.0,False,False,False,False,0.0,True,190.0,301.0,301.0,0.0,False,,1180
1949,6,8809699,True,MIXED-USE-BUILDING,695000,,5.0,350.0,False,False,False,True,20.0,False,0.0,120.0,120.0,0.0,False,GOOD,1060
1976,6,8781712,True,MIXED-USE-BUILDING,595000,,3.0,0.0,True,False,False,False,0.0,False,0.0,42.0,42.0,0.0,False,TO RENOVATE,1030
1988,6,8750853,True,MANSION,1375000,,8.0,532.0,True,False,False,True,8.0,True,53.0,194.0,96.0,0.0,False,GOOD,1050
2001,6,8789785,True,MIXED-USE-BUILDING,490000,,2.0,150.0,True,False,False,True,0.0,False,0.0,175.0,175.0,0.0,False,TO RENOVATE,1030
2002,6,8781660,True,MIXED-USE-BUILDING,495000,,4.0,0.0,True,False,False,False,0.0,False,0.0,173.0,173.0,0.0,False,TO RENOVATE,1000
2013,6,8836516,True,MIXED-USE-BUILDING,575000,,5.0,350.0,True,False,False,True,18.0,True,117.0,310.0,310.0,0.0,False,TO RENOVATE,1082
2015,6,8749990,True,APARTMENT-BLOCK,489000,,6.0,300.0,True,False,False,True,10.0,True,61.0,142.0,142.0,0.0,False,GOOD,1030
2019,6,8853873,True,APARTMENT-BLOCK,779000,,10.0,0.0,True,False,False,False,0.0,False,0.0,0.0,0.0,0.0,False,GOOD,1080
2025,6,8642355,True,APARTMENT-BLOCK,765000,,8.0,360.0,True,False,False,True,10.0,False,0.0,102.0,102.0,0.0,False,GOOD,1020
2053,6,8799109,True,APARTMENT-BLOCK,490000,,4.0,0.0,True,False,False,False,0.0,False,0.0,76.0,76.0,0.0,False,TO RENOVATE,1070
2063,6,8630234,True,MIXED-USE-BUILDING,347000,,4.0,180.0,True,False,False,False,0.0,False,0.0,70.0,70.0,0.0,False,GOOD,1070
2070,6,8837460,True,MIXED-USE-BUILDING,1200000,,4.0,310.0,True,False,False,False,0.0,False,0.0,120.0,15.0,0.0,False,TO RENOVATE,1020
2073,6,8921524,True,APARTMENT-BLOCK,750000,,5.0,300.0,False,False,False,True,0.0,True,70.0,107.0,107.0,0.0,False,,1050
2074,6,8921435,True,APARTMENT-BLOCK,795000,,0.0,300.0,False,False,False,True,0.0,True,70.0,107.0,107.0,0.0,False,TO RENOVATE,1050
2082,6,8330091,True,APARTMENT-BLOCK,519000,,3.0,280.0,True,False,False,False,0.0,True,65.0,196.0,196.0,0.0,False,TO RENOVATE,1210
2085,6,7763092,True,MIXED-USE-BUILDING,600000,,5.0,265.0,False,False,False,False,0.0,False,0.0,80.0,50.0,0.0,False,GOOD,1000
2113,6,8875623,True,APARTMENT-BLOCK,420000,,4.0,265.0,False,False,False,False,0.0,False,0.0,85.0,85.0,0.0,False,TO RENOVATE,1170
2122,6,8769398,True,MIXED-USE-BUILDING,950000,,3.0,200.0,True,False,False,True,25.0,False,0.0,85.0,45.0,0.0,False,AS NEW,1060
2131,6,8731391,True,APARTMENT-BLOCK,675000,,8.0,1042.0,True,False,False,True,80.0,False,0.0,0.0,1042.0,0.0,False,,1000
2140,6,8741650,True,APARTMENT-BLOCK,295000,,3.0,154.0,True,False,False,False,0.0,False,0.0,0.0,154.0,0.0,False,,1000
2142,6,8729327,True,APARTMENT-BLOCK,665000,,5.0,435.0,False,False,False,False,0.0,True,30.0,110.0,110.0,0.0,False,TO RENOVATE,1082
2152,6,8893370,True,APARTMENT-BLOCK,795000,,0.0,430.0,False,False,False,False,0.0,False,0.0,92.0,92.0,0.0,False,GOOD,1020
2171,6,8862611,True,APARTMENT-BLOCK,1250000,,3.0,280.0,True,False,False,True,15.0,True,58.0,150.0,150.0,0.0,False,AS NEW,1200
2187,6,8952803,True,APARTMENT-BLOCK,745000,,6.0,450.0,True,False,False,True,0.0,False,0.0,175.0,175.0,0.0,False,TO RENOVATE,1190
2206,6,8909129,True,APARTMENT-BLOCK,695000,,4.0,320.0,True,False,False,False,0.0,False,0.0,0.0,320.0,0.0,False,,1190
2207,6,8629014,True,APARTMENT-BLOCK,1250000,,12.0,640.0,True,False,False,True,0.0,False,0.0,196.0,196.0,0.0,False,GOOD,1000
2228,6,8932174,True,APARTMENT-BLOCK,1195000,,0.0,0.0,True,False,False,False,0.0,False,0.0,0.0,0.0,0.0,False,GOOD,1040
2240,6,8765470,True,APARTMENT-BLOCK,560000,,5.0,250.0,False,False,False,False,0.0,False,0.0,46.0,46.0,0.0,False,GOOD,1000
2241,6,8746265,True,APARTMENT-BLOCK,560000,,5.0,250.0,False,False,False,False,0.0,False,0.0,46.0,46.0,0.0,False,GOOD,1210
2252,6,8782838,True,APARTMENT-BLOCK,995000,,6.0,385.0,True,False,False,False,0.0,False,0.0,120.0,120.0,0.0,False,GOOD,1060
2261,6,8949317,True,APARTMENT-BLOCK,1775000,,13.0,0.0,False,False,False,True,0.0,False,0.0,255.0,255.0,0.0,False,TO RENOVATE,1200
2289,6,8800460,True,HOUSE,775000,,5.0,275.0,True,False,False,False,0.0,False,0.0,169.0,169.0,0.0,False,,1200
